game,tick,actor_id,name,strategy,n_props,port_wealth,cash,final_score,risk_cost
2,7,player,You,player,3,436785.0,807388.0,1279345.0,0.0
2,7,ai1,Mr Ray Novate,value_add,3,563906.0,1373320.0,2691757.0,0.0
2,7,ai2,Mr Reid Furbish,brrr,2,413196.0,1514864.0,1905317.0,0.0
2,8,player,You,player,3,491383.0,856256.0,1279345.0,0.0
2,8,ai1,Mr Ray Novate,value_add,3,696301.0,1428547.0,2691757.0,0.0
2,8,ai2,Mr Reid Furbish,brrr,2,464846.0,1586584.0,1905317.0,0.0
2,9,player,You,player,3,537360.0,906800.0,1279345.0,0.0
2,9,ai1,Mr Ray Novate,value_add,3,891902.0,1459736.0,2691757.0,0.0
2,9,ai2,Mr Reid Furbish,brrr,2,508340.0,1658293.0,1905317.0,0.0
2,10,player,You,player,3,583338.0,968337.0,1279345.0,0.0
2,10,ai1,Mr Ray Novate,value_add,3,939258.0,1543075.0,2691757.0,0.0
2,10,ai2,Mr Reid Furbish,brrr,2,551834.0,1747520.0,1905317.0,0.0
2,11,player,You,player,3,612074.0,1036680.0,1279345.0,0.0
2,11,ai1,Mr Ray Novate,value_add,3,985527.0,1637633.0,2691757.0,0.0
2,11,ai2,Mr Reid Furbish,brrr,2,579018.0,1858327.0,1905317.0,0.0
2,12,player,You,player,3,612074.0,1120318.0,1279345.0,0.0
2,12,ai1,Mr Ray Novate,value_add,3,985527.0,1751073.0,2691757.0,0.0
2,12,ai2,Mr Reid Furbish,brrr,2,579018.0,1985879.0,1905317.0,0.0
2,13,player,You,player,3,603453.0,1203050.0,1279345.0,0.0
2,13,ai1,Mr Ray Novate,value_add,4,1247816.0,1587874.0,2691757.0,0.0
2,13,ai2,Mr Reid Furbish,brrr,2,570863.0,2113527.0,1905317.0,0.0
2,14,player,You,player,3,574717.0,1291356.0,1279345.0,0.0
2,14,ai1,Mr Ray Novate,value_add,4,1434377.0,1677674.0,2691757.0,0.0
2,14,ai2,Mr Reid Furbish,brrr,2,543679.0,2243521.0,1905317.0,0.0
2,15,player,You,player,3,545981.0,1371599.0,1279345.0,0.0
2,15,ai1,Mr Ray Novate,value_add,4,1701108.0,1778228.0,2691757.0,0.0
2,15,ai2,Mr Reid Furbish,brrr,2,516495.0,2356811.0,1905317.0,0.0
2,16,player,You,player,3,528740.0,1453531.0,1279345.0,0.0
2,16,ai1,Mr Ray Novate,value_add,4,2161212.0,1757934.0,2691757.0,0.0
2,16,ai2,Mr Reid Furbish,brrr,2,500185.0,2462527.0,1905317.0,0.0
2,17,player,You,player,3,508625.0,1536475.0,1279345.0,0.0
2,17,ai1,Mr Ray Novate,value_add,4,1985656.0,1834239.0,2691757.0,0.0
2,17,ai2,Mr Reid Furbish,brrr,2,481156.0,2580727.0,1905317.0,0.0
2,18,player,You,player,3,491383.0,1583531.0,1279345.0,0.0
2,18,ai1,Mr Ray Novate,value_add,5,1982108.0,1834233.0,2691757.0,0.0
2,18,ai2,Mr Reid Furbish,brrr,3,485414.0,2647998.0,1905317.0,0.0
2,19,player,You,player,4,506338.0,1615006.0,1279345.0,0.0
2,19,ai1,Mr Ray Novate,value_add,5,2057404.0,1889761.0,2691757.0,0.0
2,19,ai2,Mr Reid Furbish,brrr,3,521985.0,2721256.0,1905317.0,0.0
2,20,player,You,player,4,562657.0,1654688.0,1279345.0,0.0
2,20,ai1,Mr Ray Novate,value_add,5,2266116.0,1901641.0,2691757.0,0.0
2,20,ai2,Mr Reid Furbish,brrr,3,588141.0,2788177.0,1905317.0,0.0
3,1,player,You,player,3,1240150.0,482498.0,924431.0,15827.0
3,1,ai1,Mr Max Lever,leverage,2,258600.0,1208255.0,920654.0,55447.0
3,1,ai2,Ms Di Vidend,yield,3,262235.0,1222444.0,651777.0,12450.0
3,2,player,You,player,3,1272069.0,491393.0,924431.0,15827.0
3,2,ai1,Mr Max Lever,leverage,2,248143.0,1234643.0,920654.0,55447.0
3,2,ai2,Ms Di Vidend,yield,3,257626.0,1239239.0,651777.0,12450.0
3,3,player,You,player,4,1296049.0,459859.0,924431.0,15827.0
3,3,ai1,Mr Max Lever,leverage,2,229429.0,1268433.0,920654.0,55447.0
3,3,ai2,Ms Di Vidend,yield,4,257906.0,1252582.0,651777.0,12450.0
3,4,player,You,player,4,1300330.0,468111.0,924431.0,15827.0
3,4,ai1,Mr Max Lever,leverage,2,229429.0,1307975.0,920654.0,55447.0
3,4,ai2,Ms Di Vidend,yield,4,258306.0,1280279.0,651777.0,12450.0
3,5,player,You,player,5,1293891.0,488672.0,924431.0,15827.0
3,5,ai1,Mr Max Lever,leverage,2,228120.0,1340336.0,920654.0,55447.0
3,5,ai2,Ms Di Vidend,yield,4,252354.0,1317823.0,651777.0,12450.0
3,6,player,You,player,5,1317262.0,514273.0,924431.0,15827.0
3,6,ai1,Mr Max Lever,leverage,2,232046.0,1368215.0,920654.0,55447.0
3,6,ai2,Ms Di Vidend,yield,5,293621.0,1310241.0,651777.0,12450.0
3,7,player,You,player,5,1355417.0,556673.0,924431.0,15827.0
3,7,ai1,Mr Max Lever,leverage,2,239025.0,1409070.0,920654.0,55447.0
3,7,ai2,Ms Di Vidend,yield,5,306298.0,1342224.0,651777.0,12450.0
3,8,player,You,player,5,1448138.0,557688.0,924431.0,15827.0
3,8,ai1,Mr Max Lever,leverage,2,253419.0,1450504.0,920654.0,55447.0
3,8,ai2,Ms Di Vidend,yield,6,358588.0,1352397.0,651777.0,12450.0
3,9,player,You,player,5,1509951.0,605952.0,924431.0,15827.0
3,9,ai1,Mr Max Lever,leverage,2,263014.0,1480223.0,920654.0,55447.0
3,9,ai2,Ms Di Vidend,yield,6,389003.0,1374100.0,651777.0,12450.0
3,10,player,You,player,5,1583003.0,650341.0,924431.0,15827.0
3,10,ai1,Mr Max Lever,leverage,2,274355.0,1530932.0,920654.0,55447.0
3,10,ai2,Ms Di Vidend,yield,6,418039.0,1429039.0,651777.0,12450.0
3,11,player,You,player,5,1538048.0,701305.0,924431.0,15827.0
3,11,ai1,Mr Max Lever,leverage,2,267376.0,1573673.0,920654.0,55447.0
3,11,ai2,Ms Di Vidend,yield,6,400481.0,1476576.0,651777.0,12450.0
3,12,player,You,player,6,1436677.0,640074.0,924431.0,15827.0
3,12,ai1,Mr Max Lever,leverage,3,316564.0,1504311.0,920654.0,55447.0
3,12,ai2,Ms Di Vidend,yield,6,329153.0,1503153.0,651777.0,12450.0
3,13,player,You,player,6,1327304.0,675226.0,924431.0,15827.0
3,13,ai1,Mr Max Lever,leverage,3,356470.0,1508573.0,920654.0,55447.0
3,13,ai2,Ms Di Vidend,yield,7,371186.0,1419151.0,651777.0,12450.0
3,14,player,You,player,7,1467814.0,683795.0,924431.0,15827.0
3,14,ai1,Mr Max Lever,leverage,4,534153.0,1416663.0,920654.0,55447.0
3,14,ai2,Ms Di Vidend,yield,7,479713.0,1439251.0,651777.0,12450.0
3,15,player,You,player,7,1518327.0,713723.0,924431.0,15827.0
3,15,ai1,Mr Max Lever,leverage,5,844675.0,1147253.0,920654.0,55447.0
3,15,ai2,Ms Di Vidend,yield,8,617730.0,1427499.0,651777.0,12450.0
3,16,player,You,player,7,1430571.0,806083.0,924431.0,15827.0
3,16,ai1,Mr Max Lever,leverage,5,1071383.0,1260609.0,920654.0,55447.0
3,16,ai2,Ms Di Vidend,yield,8,603350.0,1446620.0,651777.0,12450.0
3,17,player,You,player,8,1450654.0,809194.0,924431.0,15827.0
3,17,ai1,Mr Max Lever,leverage,6,1120746.0,1174200.0,920654.0,55447.0
3,17,ai2,Ms Di Vidend,yield,9,632721.0,1423725.0,651777.0,12450.0
3,18,player,You,player,8,1435251.0,835418.0,924431.0,15827.0
3,18,ai1,Mr Max Lever,leverage,6,1104067.0,1266117.0,920654.0,55447.0
3,18,ai2,Ms Di Vidend,yield,9,617958.0,1460971.0,651777.0,12450.0
3,19,player,You,player,9,1534009.0,752749.0,924431.0,15827.0
3,19,ai1,Mr Max Lever,leverage,6,862039.0,1524210.0,920654.0,55447.0
3,19,ai2,Ms Di Vidend,yield,10,636936.0,1479572.0,651777.0,12450.0
3,20,player,You,player,10,1666498.0,773760.0,924431.0,15827.0
3,20,ai1,Mr Max Lever,leverage,6,891876.0,1563225.0,920654.0,55447.0
3,20,ai2,Ms Di Vidend,yield,10,649751.0,1513476.0,651777.0,12450.0
4,1,player,You,player,3,547250.0,553057.0,851730.0,0.0
4,1,ai1,Ms Demi Graphic,demographic,2,147500.0,1319261.0,1968280.0,0.0
4,1,ai2,Ms Di Vidend,yield,3,262235.0,1207013.0,880734.0,0.0
4,2,player,You,player,3,537441.0,564904.0,851730.0,0.0
4,2,ai1,Ms Demi Graphic,demographic,2,143020.0,1320144.0,1968280.0,0.0
4,2,ai2,Ms Di Vidend,yield,3,252510.0,1210496.0,880734.0,0.0
4,3,player,You,player,3,545776.0,571539.0,851730.0,0.0
4,3,ai1,Ms Demi Graphic,demographic,3,162894.0,1298316.0,1968280.0,0.0
